code,name,scie,regn,water,water_e,protcnt,protcnt_e,ash,ash_e,fatce,fatce_e,fibtg,fibtg_e,fibins,fibins_e,fibsol,fibsol_e,choavldf,choavldf_e,enerc,enerc_e,dhbenzac34,dhbenzac34_e,hbenzal3,hbenzal3_e,pcathac,pcathac_e,vanlac,vanlac_e,gallac,gallac_e,cinmac,cinmac_e,coumaco,coumaco_e,coumacp,coumacp_e,caffac,caffac_e,chlrac,chlrac_e,ferac,ferac_e,apigen,apigen_e,apigen6cgls,apigen6cgls_e,apigen7onshps,apigen7onshps_e,luteol,luteol_e,kaemf,kaemf_e,querce,querce_e,querce3bdgls,querce3bdgls_e,querce3ortns,querce3ortns_e,querce3bgls,querce3bgls_e,isormt,isormt_e,myrct,myrct_e,rsvrtol,rsvrtol_e,hespt,hespt_e,narng,narng_e,hespd,hespd_e,daidzn,daidzn_e,gnstein,gnstein_e,epicatec,epicatec_e,epicategc,epicategc_e,epicatgc3gal,epicatgc3gal_e,catec,catec_e,galcatecgal,galcatecgal_e,galcatec,galcatec_e,syrgac,syrgac_e,sinpac,sinpac_e,ellgac,ellgac_e,polyph,polyph_e,rafs,rafs_e,stas,stas_e,vers,vers_e,ajgs,ajgs_e,camt,camt_e,stgstr,stgstr_e,stostrb,stostrb_e,phytac,phytac_e,sapon,sapon_e,f4d0,f4d0_e,f6d0,f6d0_e,f8d0,f8d0_e,f10d0,f10d0_e,f12d0,f12d0_e,f14d0,f14d0_e,f16d0,f16d0_e,f18d0,f18d0_e,f20d0,f20d0_e,f22d0,f22d0_e,f24d0,f24d0_e,f14d1cn5,f14d1cn5_e,f16d1cn7,f16d1cn7_e,f18d1tn9,f18d1tn9_e,f18d1cn9,f18d1cn9_e,f20d1cn9,f20d1cn9_e,f22d1cn9,f22d1cn9_e,f18d2cn6,f18d2cn6_e,f18d3n3,f18d3n3_e,fasat,fasat_e,fams,fams_e,fapu,fapu_e,thia,thia_e,ribf,ribf_e,nia,nia_e,pantac,pantac_e,vitb6c,vitb6c_e,biot,biot_e,folsum,folsum_e,vitc,vitc_e,retol,retol_e,ergcal,ergcal_e,chocal,chocal_e,doh25,doh25_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphg,tocphg_e,tocphd,tocphd_e,toctra,toctra_e,toctrb,toctrb_e,toctrg,toctrg_e,toctrd,toctrd_e,vite,vite_e,vitk1,vitk1_e,vitk2,vitk2_e,lutn,lutn_e,zea,zea_e,lycpn,lycpn_e,crypxb,crypxb_e,cartg,cartg_e,carta,carta_e,cartb,cartb_e,cartoid,cartoid_e,al,al_e,as,as_e,cd,cd_e,ca,ca_e,cr,cr_e,co,co_e,cu,cu_e,fe,fe_e,pb,pb_e,li,li_e,mg,mg_e,mn,mn_e,hg,hg_e,mo,mo_e,ni,ni_e,p,p_e,k,k_e,se,se_e,na,na_e,zn,zn_e,cho,cho_e,starch,starch_e,frus,frus_e,glus,glus_e,sucs,sucs_e,mals,mals_e,fsugar,fsugar_e,lactose,lactose_e,f24d1cn9,f24d1cn9_e,f20d2n6,f20d2n6_e,f20d4n6,f20d4n6_e,f11d0,f11d0_e,f15d0,f15d0_e,f20d3n6,f20d3n6_e,f20d5n3,f20d5n3_e,f22d6n3,f22d6n3_e,cholc,cholc_e,f22d2n6,f22d2n6_e,f22d5n3,f22d5n3_e,ala,ala_e,arg,arg_e,asp,asp_e,glu,glu_e,gly,gly_e,pro,pro_e,ser,ser_e,tyr,tyr_e,his,his_e,ile,ile_e,leu,leu_e,lys,lys_e,met,met_e,cys,cys_e,phe,phe_e,thr,thr_e,trp,trp_e,val,val_e,oxalt,oxalt_e,oxals,oxals_e,oxali,oxali_e,caconac,caconac_e,citac,citac_e,fumac,fumac_e,malac,malac_e,quinac,quinac_e,sucac,sucac_e,tarac,tarac_e
A011,Rice flakes,Oryza sativa,6,10.36,0.53,7.44,0.35,0.85,0.13,1.14,0.11,3.46,0.32,2.65,0.34,0.81,0.12,76.75,0.96,1480,16,0.05,0.02,0,0,0.03,0.01,0.03,0.02,0,0,0,0,0,0,0.05,0.01,0.06,0.01,0.7,0.06,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0.06,0.02,0,0,3.16,0.24,0,0,0,0,0,0,0,0,3.48,0.32,2.15,0.05,21.26,0.88,474,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,20.2,23.68,1.5,0,0,0,0,0,0,0,0,0,0,0,0,425,11.4,0,0,0,0,553,38.2,24.37,4.81,284,20.6,425,11.4,577,36.4,0.12,0.02,0.04,0.006,1.6,0.09,0.48,0.06,0.02,0.002,0.39,0.09,8.46,0.93,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,1,0.53,0,0,1.46,0.25,0,0,0,0,0,0,0,0,0,0,0,0,33.61,4.26,2.44,0.6,0,0,0.002,0.001,9.19,1.33,0.05,0.027,0.007,0.003,0.26,0.05,4.46,0.81,0.005,0.003,0.002,0.002,77.92,12.75,0.89,0.13,0,0,0.049,0.011,0.043,0.015,195,20.5,148,13.8,0,0,2.58,0.06,1.49,0.21,68.4,1.67,68.06,1.81,0,0,0.2,0.07,0.14,0.02,0,0,0.34,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34,0.96,7.62,0.4,9.2,0.82,18.6,1.02,4.35,0.3,4.27,0.36,4.78,0.93,3.75,0.51,2.28,0.1,3.62,0.79,8.05,0.64,3.62,0.27,2.11,0.51,1.65,0.47,5.22,0.24,3.17,0.4,1.11,0.13,5.4,1.23,10.97,0.6,8.52,0.48,2.45,0.4,0,0,0,0,1.28,0.1,0.48,0.23,0,0,1.35,0.28,0,0
A012,Rice puffed,Oryza sativa,6,9.4,0.22,7.47,0.15,1.28,0.1,1.62,0.13,2.56,0.33,1.76,0.13,0.8,0.38,77.68,0.54,1514,4,0.04,0.01,0,0,0.02,0.01,0.05,0.02,0,0,0,0,0,0,0.04,0.01,0.05,0.02,0.06,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.07,0.02,0,0,2.76,0.63,0,0,0,0,0,0,0,0,2.72,0.07,1.52,0.07,16.61,0.85,115,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.29,5.23,3.55,0.45,0,0,0,0,0,0,0,0,0,0,0,0,39.77,5.05,0,0,0,0,43.42,5.98,1.39,0.19,46.84,5.55,39.77,5.05,44.8,6.15,0.11,0.018,0.04,0.017,1.87,0.1,0.38,0.03,0.07,0.005,1.26,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,1,0.42,0,0,1.51,0.31,0,0,0,0,0,0,0,0,0,0,0,0,50.46,4.52,2.41,0.61,0,0,0.004,0.003,15.09,2.92,0.028,0.007,0.007,0.002,0.25,0.05,4.55,1.03,0.013,0.006,0.004,0.002,64.59,6.01,0.91,0.15,0,0,0.034,0.024,0.048,0.014,152,20.6,140,14,0,0,3.69,0.87,1.45,0.29,69.89,2.19,69.25,2.16,0,0,0.49,0.07,0.15,0.03,0,0,0.64,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19,1.01,7.04,0.5,8.79,1.05,17.96,0.97,4.03,0.39,4.04,0.55,4.62,0.55,4.13,0.54,2.11,0.13,3.68,0.88,7.75,0.47,3.14,0.21,2,0.32,1.34,0.13,5.33,0.27,3.03,0.44,1.07,0.29,5.37,1.33,6.27,0.24,5.59,0.21,0.68,0.25,0,0,0,0,0.49,0.21,0.45,0.12,0,0,1.3,0.28,0,0
A013,"Rice, raw, brown",Oryza sativa,6,9.33,0.39,9.16,0.75,1.04,0.18,1.24,0.08,4.43,0.54,3.6,0.55,0.82,0.15,74.8,0.85,1480,10,0.04,0.01,0,0,0.02,0.01,0.05,0.02,0,0,0,0,0,0,0.04,0.01,0.05,0.02,0.06,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.07,0.02,0,0,2.81,0.69,0.08,0.058,0,0,0,0,0,0,3.22,0.03,1.73,0.04,17.21,0.79,742,14.5,0,0,0,0,0,0,0,0,1.39,0.31,0,0,30.42,3.15,273,14.9,33.01,4.34,3.09,0.21,1.98,0.21,2.49,0.38,0,0,2.77,0.46,0,0,197,15.4,1.89,0.25,0,0,490,33.2,16.1,0.92,346,20.3,203,15.7,506,33.6,0.27,0.023,0.06,0.011,3.4,0.12,0.61,0.04,0.37,0.035,1.38,0.21,11.51,1.69,0,0,0,0,0,0,0,0,0,0,0.62,0.08,0.05,0.02,0.42,0.57,0,0,0.03,0.02,0,0,0.05,0.02,0.02,0.01,0.69,0.12,2,0.83,0,0,13.15,4.03,0,0,0,0,0,0,0,0,0,0,0,0,159,13.9,0.6,0.18,0,0,0.002,0.001,10.93,1.79,0.005,0.002,0.011,0.003,0.37,0.14,1.02,0.35,0.002,0.001,0,0,93.91,9.11,1.7,0.45,0,0,0.053,0.026,0.038,0.024,267,64.9,199,40.9,2.26,0.43,3.64,0.08,1.68,0.33,72,1.87,71.31,1.91,0,0,0.55,0.08,0.14,0.02,0,0,0.69,0.08,0,0,0.89,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0.75,7.69,0.37,8.68,0.46,18.75,1.03,4.28,0.19,4.33,0.39,4.64,0.62,4.36,0.36,2.36,0.18,4.08,0.51,8.4,0.55,3.63,0.29,2.39,0.26,2.02,0.12,5.5,0.49,3.38,0.25,1,0.17,6.72,0.36,12.06,1.05,9.3,0.83,1.96,0.44,0,0,0,0,1.72,0.6,0.5,0.29,0,0,1.85,0.6,0,0
A014,"Rice, parboiled, milled",Oryza sativa,6,10.09,0.43,7.81,0.63,0.65,0.08,0.55,0.08,3.74,0.36,2.98,0.35,0.76,0.09,77.16,0.76,1471,8,0.07,0.02,0,0,0.06,0.01,0.05,0.02,0,0,0,0,0,0,0.06,0.02,0.06,0.02,0.28,0.07,0.62,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.15,0.11,0.02,0,0,6.93,1.07,0.08,0.016,0,0,0,0,0,0,2.83,0.06,1.85,0.06,20.68,0.77,274,10.6,0,0,0,0,0,0,0,0,0.63,0.21,0,0,13.22,1.52,120,8,13.83,1.67,1.31,0.18,0.91,0.18,0.93,0.24,0,0,1.19,0.21,0,0,84.09,6.47,0.89,0.14,0,0,209,12.8,7.18,0.56,150,10.2,86.66,6.38,216,13.2,0.17,0.023,0.06,0.018,2.51,0.49,0.55,0.06,0.22,0.017,0.31,0.02,9.75,2.1,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0,0.13,0.12,0,0,0.05,0.02,0,0,0,0,0,0,0.09,0.04,1.5,0.5,0,0,1.46,0.72,0,0,0,0,0,0,0,0,0,0,0,0,46.9,8.29,0.2,0.06,0,0,0.002,0.003,8.11,1.01,0.005,0.002,0.003,0.001,0.27,0.12,0.72,0.2,0.006,0.002,0.005,0.002,26.72,8.52,0.79,0.25,0,0,0.055,0.017,0.027,0.009,140,25,142,20.3,1.19,0.14,3.16,1.33,1.08,0.2,76.8,5.71,76.14,5.73,0,0,0.51,0.24,0.16,0.06,0,0,0.67,0.25,0,0,0.49,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.1,7.95,0.1,8.51,0.29,19.22,0.24,4.19,0.14,4.04,0.1,4.6,0.09,4.43,0.09,2.35,0.18,4.14,0.08,8.08,0.06,3.42,0.1,2.48,0.24,2.15,0.08,5.14,0.1,3.24,0.12,1.15,0.06,6.26,0.13,5.02,0.81,3.7,0.97,1.1,0.68,0,0,0,0,0.05,0.02,0.49,0.26,0,0,1.61,0.36,0,0
A015,"Rice, raw, milled",Oryza sativa,6,9.93,0.75,7.94,0.58,0.56,0.08,0.52,0.05,2.81,0.42,1.99,0.39,0.82,0.22,78.24,1.07,1491,15,0.05,0.02,0,0,0.04,0.01,0.05,0.01,0,0,0,0,0,0,0.05,0.02,0.06,0.02,0.65,0.1,0.59,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.03,0.08,0.05,0,0,3.14,0.44,0,0,0,0,0,0,0,0,2.68,0.16,1.75,0.14,21.86,0.71,266,9.6,0,0,0,0,0,0,0,0,0.85,0.3,0,0,13.19,3,143,28,14.5,3.27,1.46,0.4,1.98,1.49,1.14,0.35,0,0,1.49,0.47,0,0,109,21.2,1.54,0.44,0,0,234,45.8,9.51,1.09,184,8.9,117,6.6,253,13.2,0.05,0.019,0.05,0.006,1.69,0.13,0.57,0.05,0.12,0.012,0.6,0.12,9.32,1.93,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0,0.06,0.02,0,0,0.03,0.02,0,0,0.05,0.02,0,0,0.06,0.03,1.5,0.4,0,0,1.49,0.46,0,0,0,0,0,0,0,0,0,0,0,0,16.87,5.61,0.44,0.3,0,0,0.002,0.002,7.49,1.26,0.005,0.003,0.003,0.002,0.23,0.06,0.65,0.11,0.005,0.004,0.002,0.002,19.3,6.99,0.73,0.21,0,0,0.056,0.037,0.022,0.012,96,16.3,108,10.9,1.01,0.13,2.34,0.28,1.21,0.17,76.39,2.76,75.7,2.7,0,0,0.54,0.25,0.15,0.06,0,0,0.69,0.28,0,0,0.75,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,0.4,7.72,0.55,8.73,0.8,18.92,1.76,4.18,0.16,4.31,0.78,4.95,0.21,4.36,0.41,2.45,0.3,4.29,0.23,8.09,0.4,3.7,0.39,2.6,0.34,1.84,0.18,5.36,0.43,3.28,0.27,1.27,0.14,6.06,0.02,1.92,0.37,1.58,0.37,0.35,0.08,0,0,0,0,0.07,0.06,0.48,0.34,0,0,1.54,0.41,0,0
A016,Samai,Panicum miliare,6,11.36,0.19,10.13,0.45,1.34,0.16,3.89,0.35,7.72,0.92,5.45,0.48,2.27,0.52,65.55,1.29,1449,19,0,0,0,0,0.16,0.04,0.05,0.03,0,0,0,0,0,0,0.37,0.04,0.67,0.03,2.79,0.75,0.39,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,0.89,0.01,0,0,0,0,0,0,0,10.7,0.23,3.07,0.07,73.44,2.02,265,20.1,0.44,0.04,0,0,0,0,0,0,0,0,0,0,0,0,487,26.1,102,11.9,0,0,0,0,0,0,0,0,0,0,0,0,868,24.2,0,0,0,0,1230,42.9,47.2,5.17,589,31.9,868,24.2,1277,47.5,0.26,0.042,0.05,0.008,1.29,0.02,0.6,0.07,0.04,0.005,6.03,0.57,36.2,7.04,0,0,0,0,3.75,0.8,0,0,0,0,0.28,0.14,0.67,0.4,0,0,0,0,0,0,0,0,0.28,0.09,0,0,0.55,0.16,4.47,0.38,0,0,7.82,1.76,5.24,1.66,0,0,0,0,0,0,0,0,1.91,0.89,120,9,0,0,0.49,0.15,0.001,0,16.06,1.54,0.016,0.006,0.001,0,0.34,0.08,1.26,0.44,0,0,0,0,91.41,12.63,0.23,0.08,0,0,0.02,0.01,0.086,0.029,130,27.5,105,15.7,40.41,24.09,4.77,0.14,1.82,0.14,56.43,4.09,56.07,4.12,0,0,0.24,0.1,0.13,0.01,0,0,0.37,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0.1,5.96,0.11,5.51,0.29,20.22,0.24,3.43,0.33,6.04,0.1,5.6,0.09,3.43,0.09,2.35,0.18,4.14,0.08,8.08,0.06,2.42,0.1,2.21,0.1,1.85,0.14,6.14,0.1,4.24,0.12,1.35,0.1,5.31,0.16,6.74,0.98,5.4,0.49,1.61,0.11,0,0,0,0,0.37,0.04,0.51,0.23,0,0,2.35,0.69,6.07,2.18
A017,Varagu,Setaria italica,5,14.23,0.45,8.92,1.09,1.72,0.27,2.55,0.13,6.39,0.6,4.29,0.82,2.11,0.34,66.19,1.19,1388,10,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.26,0.02,0.027,0,0,0,0,0,0,3.08,0.02,4.4,0.13,37.03,1.56,452,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0.9,28.4,1.22,3.84,0.78,2.22,0.24,0,0,0,0,3.21,0.11,0,0,291,7.2,2.75,0.89,0,0,576,17.8,21.02,1.2,246,2.3,297,6.8,597,18.4,0.29,0.054,0.2,0.018,1.49,0.08,0.63,0.07,0.07,0.017,1.49,0.18,39.49,4.52,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0.43,0.12,0,0,0,0,0,0,0.19,0.05,0,0,0.07,0.02,3.75,0.63,0,0,59.4,7.01,3.91,1.08,0,0,0,0,0,0,0,0,1.41,0.29,272,25.1,1.07,0.83,0,0,0,0,15.27,1.28,0.021,0.027,0.005,0.003,0.26,0.05,2.34,0.46,0,0,0.027,0.003,122,5.9,0.33,0.05,0.74,0.15,0.02,0.007,0.074,0.019,101,5.2,94,10.7,14.12,2.26,3.35,0.04,1.65,0.18,66.25,2.9,64.96,2.93,0,0,0.89,0.11,0.4,0.02,0,0,1.29,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.36,3.18,0.19,5.61,0.88,18.25,1.87,3.12,0.29,7.33,0.53,5.5,0.31,3.87,0.38,2.14,0.07,4.55,0.22,11.96,1.65,1.42,0.17,2.69,0.16,1.92,0.05,6.27,0.34,3.89,0.16,1.32,0.19,5.49,0.23,3.48,0.17,2.57,0.4,0.65,0.06,0.21,0.03,0,0,0.26,0.09,0.45,0.24,0,0,1.87,0.82,0,0
A018,"Wheat flour, refined",Triticum aestivum,6,11.34,0.93,10.36,0.29,0.51,0.07,0.76,0.07,2.76,0.29,2.14,0.3,0.62,0.14,74.27,0.92,1472,16,0.23,0.09,0,0,0.09,0.01,0.13,0.01,0.63,0.1,0,0,0,0,0.06,0.02,0.07,0.02,0.16,0.02,0.04,0.01,0,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.06,0.02,0,0,5.17,0.24,0.35,0.016,0,0,0,0,0,0,3.77,0.12,0.53,0.03,25.63,0.9,123,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.24,1.5,7.31,0.73,0,0,0,0,0,0,0,0,0,0,0,0,50.64,2.98,0,0,0,0,325,6.8,17.45,1.21,98.55,1.87,50.64,2.98,343,7.8,0.15,0.017,0.06,0.008,0.77,0.07,0.72,0.08,0.08,0.008,0.58,0.09,16.25,2.62,0,0,0,0,6.73,0.96,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.05,0.01,1,0.46,0,0,24.41,9.21,1.3,0.72,0,0,0,0,0,0,0,0,1.97,0.8,270,69,0.94,0.33,0,0,0.001,0,20.4,2.46,0.005,0.002,0.001,0.001,0.17,0.02,1.77,0.38,0.004,0.002,0.003,0.003,30.69,2.77,0.63,0.09,0,0,0.013,0.003,0.005,0.003,110,9.8,148,7,0,0,1.54,0.48,0.88,0.07,71.82,1.07,70.03,1.01,0.64,0.03,0.75,0.02,0.4,0.05,0,0,1.79,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0.37,3.49,0.28,4.63,0.39,31.57,1.8,3.21,0.2,9.23,0.64,4.77,0.39,2.62,0.15,1.95,0.23,3.19,0.27,6.22,0.46,2.05,0.18,1.64,0.2,2.03,0.27,4.29,0.28,2.34,0.08,1.04,0.16,4.01,0.44,20.22,0.77,11.02,0.64,9.2,0.57,0,0,0,0,1.07,0.07,0.02,0.01,5.57,1.78,1.05,0.06,1.07,0.04
A019,"Wheat flour, atta",Triticum aestivum,6,11.1,0.35,10.57,0.37,1.28,0.19,1.53,0.12,11.36,0.29,9.73,0.47,1.63,0.64,64.17,0.32,1340,7,0.68,0.19,0,0,0.62,0.11,0.26,0.08,2.79,0.37,0,0,0,0,0.38,0.09,0.78,0.07,0.71,0.13,0.14,0.01,0,0,0.31,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.13,0.02,0,0,13.98,2.54,0.47,0.1,0.04,0.005,0,0,0,0,6.21,0.2,0.77,0.03,36.6,2.69,632,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,5.6,14.55,3.1,0,0,0,0,0,0,0,0,0,0,0,0,149,7.5,0,0,0,0,697,19.4,44.93,1.64,206,8.2,149,7.5,742,19.2,0.42,0.044,0.15,0.01,2.37,0.1,0.87,0.04,0.25,0.032,0.76,0.12,29.22,1.92,0,0,0,0,13.43,1.77,0,0,0,0,0.21,0.09,0.06,0.01,0,0,0,0,0.06,0.03,0,0,0,0,0,0,0.26,0.09,1.5,0.47,0,0,42.12,11.27,1.31,0.69,0,0,0,0,0,0,0,0,2.67,1.29,284,31.9,1.54,0.53,0,0,0.001,0.001,30.94,3.65,0.006,0.005,0.006,0.003,0.48,0.11,4.1,0.67,0.006,0.003,0.002,0.001,125,11.5,2.98,0.36,0,0,0.022,0.009,0.021,0.015,315,41.4,311,38.3,53.12,5.47,2.04,0.31,2.85,0.32,58.62,2.68,56.82,2.69,0.72,0.03,0.78,0.05,0.3,0.02,0,0,1.8,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,1.11,4.7,0.21,5.06,0.16,29.61,2.08,3.76,0.56,10.27,0.84,4.73,0.49,2.1,0.06,2.56,0.25,3.78,0.21,6.13,0.48,2.42,0.22,1.77,0.08,2.24,0.18,5.03,0.14,2.58,0.14,0.99,0.16,5.12,0.48,52.38,10.71,26.2,1.99,24.18,1.35,0,0,0,0,1.5,0.13,0.02,0.01,6.49,1.98,1.15,0.12,1.41,0.18
A020,"Wheat, whole",Triticum aestivum,6,10.58,1.11,10.59,0.6,1.42,0.19,1.47,0.05,11.23,0.77,9.63,0.19,1.6,0.75,64.72,1.74,1347,23,0.71,0.14,0,0,0.74,0.35,0.4,0.31,2.44,0.25,0,0,0,0,0.67,0.15,0.68,0.12,0.76,0.11,0.15,0.02,0,0,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0.12,0.02,0,0,14.33,1.76,0.47,0.171,0.05,0.03,0,0,0,0,9.73,0.15,1.42,0.12,55.25,2.06,638,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,7.4,14.83,2.25,0,0,0,0,0,0,0,0,0,0,0,0,141,9.4,0,0,0,0,616,22.1,38.51,3.88,191,8,141,9.4,654,23.7,0.46,0.067,0.15,0.041,2.68,0.19,1.08,0.21,0.26,0.036,1.03,0.58,30.09,3.79,0,0,0,0,17.49,3.51,0,0,0,0,0.6,0.33,0.37,0.12,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0.77,0.35,1.75,0.26,0,0,52.56,5.67,1.47,0.68,0,0,0,0,0,0,0,0,3.03,2.13,287,40.5,0.55,0.23,0,0,0.002,0.001,39.36,5.65,0.006,0.003,0.003,0.002,0.49,0.12,3.97,0.78,0,0,0.005,0.004,125,14.8,3.19,0.59,0,0,0.073,0.03,0.014,0.005,315,41.8,366,59.6,47.76,5.96,2.5,0.2,2.85,0.65,59.3,1.86,57.53,1.86,0.74,0.11,0.73,0.08,0.3,0.09,0,0,1.77,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0.21,5.13,0.33,5.44,0.33,27.06,1.76,4.19,0.23,10.25,1.49,4.8,0.14,3.12,0.31,2.65,0.31,3.83,0.2,6.81,0.33,3.13,0.26,1.75,0.21,2.35,0.23,4.75,0.38,3.01,0.17,1.4,0.1,5.11,0.05,52.46,3.32,25.55,7.62,26.96,7.58,0,0,0,0,1.61,0.39,0.03,0.03,6.16,2.71,1.48,0.58,1.72,0.59
A021,"Wheat, bulgur",Triticum aestivum,6,8.61,0.32,10.84,0.75,1.23,0.06,1.45,0.02,8.81,0.45,6.56,0.2,2.25,0.38,69.06,0.74,1430,6,0.68,0.1,0,0,0.71,0.12,0.4,0.09,2.75,0.62,0,0,0,0,0.63,0.07,0.66,0.13,0.73,0.13,0.15,0.01,0,0,0.26,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.11,0.01,0,0,9.53,1.4,0.35,0.062,0,0,0,0,0,0,4.14,0.02,0.75,0.03,25.41,0.18,679,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,4.2,17.41,2.78,0,0,0,0,0,0,0,0,0,0,0,0,152,5.8,0,0,0,0,657,9,42.69,3.34,196,2.6,152,5.8,700,11.3,0.24,0.027,0.12,0.004,2.05,0.05,0.84,0.03,0.24,0.011,2.5,0.35,26.3,3.61,0,0,0,0,6.27,0.31,0,0,0,0,0.2,0.01,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0,0,0.21,0.01,1.5,0.41,0,0,47.67,13.64,1.06,0.8,0,0,0,0,0,0,0,0,2.55,0.85,191,15.1,0.43,0.16,0.4,0.18,0.001,0.001,27.09,1.62,0.007,0.002,0.001,0,0.4,0.07,3.86,0.34,0.008,0.011,0,0,116,14,1.95,0.13,2.01,0.12,0.029,0.013,0.018,0.016,245,27.9,330,33.4,10.54,2.23,2.09,0.34,1.97,0.25,61.74,3.52,60.54,3.62,0.32,0.34,0.55,0.13,0.33,0.08,0,0,1.2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0.42,5.36,0.54,5.15,0.19,30.48,5.06,4.27,0.19,10.49,0.52,4.87,0.17,2.46,1.23,2.23,0.25,3.48,0.28,6.61,0.66,2.42,0.1,1.62,0.36,1.96,0.05,4.46,2.1,2.46,0.34,1.11,0.15,4.28,0.25,40.23,1.94,25.27,2.11,14.96,0.69,0,0,0,0,1.57,0.27,0.02,0.01,6.42,2.91,1.54,0.42,1.43,0.13
