recipe_id,ingredient_number,ingredient_name,quantity,category
RCP09058,5,Garam Masala,2 tsp,Spices
RCP09058,6,Oil,1 tbsp,Liquids
RCP09058,7,Chickpea Flour,285 g,Grains
RCP09058,8,Fresh Coriander,1 tbsp,Aromatics
RCP09058,9,Curry Leaves,3 tbsp,Aromatics
RCP09058,10,Red Chili Powder,2 tsp,Spices
RCP09058,11,Cloves,1 tsp,Spices
RCP09058,12,Fresh Coriander,3 tbsp,Aromatics
RCP09059,1,Onion,3 medium,Vegetables
RCP09059,2,Garlic,7 cloves,Vegetables
RCP09059,3,Salt,to taste,Others
RCP09059,4,Tofu,907g,Proteins
RCP09059,5,Raisins,4 tbsp,Others
RCP09059,6,Almonds,1 tbsp,Others
RCP09059,7,Yogurt,451 ml,Dairy
RCP09059,8,Milk,349 ml,Dairy
RCP09059,9,All-Purpose Flour,445 g,Grains
RCP09059,10,Water,1 tbsp,Liquids
RCP09059,11,Peas,1 medium,Vegetables
RCP09059,12,Bell Pepper,1 medium,Vegetables
RCP09059,13,Sesame Seeds,1 tbsp,Others
RCP09059,14,Garam Masala,1 tsp,Spices
RCP09060,1,Onion,3 medium,Vegetables
RCP09060,2,Garlic,8 cloves,Vegetables
RCP09060,3,Salt,to taste,Others
RCP09060,4,Mutton,378g,Proteins
RCP09060,5,Cauliflower,2 medium,Vegetables
RCP09060,6,Basmati Rice,207 g,Grains
RCP09060,7,Sesame Seeds,4 tbsp,Others
RCP09060,8,Butter,413 ml,Dairy
RCP09060,9,Cauliflower,2 medium,Vegetables
RCP09060,10,All-Purpose Flour,319 g,Grains
RCP09061,1,Onion,2 medium,Vegetables
RCP09061,2,Garlic,9 cloves,Vegetables
RCP09061,3,Salt,to taste,Others
RCP09061,4,Fish,601g,Proteins
RCP09061,5,Coriander,2 tsp,Spices
RCP09061,6,Curry Leaves,4 tbsp,Aromatics
RCP09061,7,Beef,4 tbsp,Proteins
RCP09061,8,Semolina,434 g,Grains
RCP09061,9,Shrimp,3 tbsp,Proteins
RCP09062,1,Onion,2 medium,Vegetables
RCP09062,2,Garlic,9 cloves,Vegetables
RCP09062,3,Salt,to taste,Others
RCP09062,4,Eggs,356g,Proteins
RCP09062,5,Garlic,1 medium,Vegetables
RCP09062,6,Mustard Seeds,3 tbsp,Others
RCP09062,7,Lemon Juice,1 tbsp,Liquids
RCP09062,8,Tomato,2 medium,Vegetables
RCP09063,1,Onion,1 medium,Vegetables
RCP09063,2,Garlic,8 cloves,Vegetables
RCP09063,3,Salt,to taste,Others
RCP09063,4,Tofu,616g,Proteins
RCP09063,5,Mint Leaves,2 tbsp,Aromatics
RCP09063,6,Ghee,425 ml,Dairy
RCP09063,7,Mint Leaves,1 tbsp,Aromatics
RCP09063,8,Chickpeas,3 tbsp,Proteins
RCP09063,9,Black Pepper,2 tsp,Spices
RCP09063,10,Mutton,2 tbsp,Proteins
RCP09063,11,Onion,2 medium,Vegetables
RCP09063,12,Eggs,1 tbsp,Proteins
RCP09063,13,Butter,323 ml,Dairy
RCP09063,14,Mustard Seeds,3 tbsp,Others
RCP09064,1,Onion,1 medium,Vegetables
RCP09064,2,Garlic,3 cloves,Vegetables
RCP09064,3,Salt,to taste,Others
RCP09064,4,Chickpeas,217g,Proteins
RCP09064,5,Turmeric,1 tsp,Spices
RCP09064,6,Almonds,2 tbsp,Others
RCP09064,7,Vinegar,4 tbsp,Liquids
RCP09064,8,Lentils (Dal),1 tbsp,Proteins
RCP09064,9,Mint Leaves,4 tbsp,Aromatics
RCP09064,10,Red Chili Powder,2 tsp,Spices
RCP09064,11,Fenugreek Leaves,1 tbsp,Aromatics
RCP09064,12,Lemon Juice,4 tbsp,Liquids
RCP09064,13,Water,4 tbsp,Liquids
RCP09064,14,Chicken,4 tbsp,Proteins
RCP09064,15,Fish,2 tbsp,Proteins
RCP09064,16,Potato,1 medium,Vegetables
RCP09064,17,Cauliflower,2 medium,Vegetables
RCP09064,18,Cumin,1 tsp,Spices
RCP09064,19,Green Chili,2 medium,Vegetables
RCP09065,1,Onion,1 medium,Vegetables
RCP09065,2,Garlic,6 cloves,Vegetables
RCP09065,3,Salt,to taste,Others
RCP09065,4,Paneer,527g,Proteins
RCP09065,5,Ghee,405 ml,Dairy
RCP09065,6,Water,1 tbsp,Liquids
RCP09065,7,Sugar,2 tbsp,Others
RCP09065,8,Bay Leaf,2 tsp,Spices
RCP09066,1,Onion,2 medium,Vegetables
RCP09066,2,Garlic,6 cloves,Vegetables
RCP09066,3,Salt,to taste,Others
RCP09066,4,Beef,723g,Proteins
RCP09066,5,Garlic,2 medium,Vegetables
RCP09066,6,Oil,1 tbsp,Liquids
RCP09067,1,Onion,3 medium,Vegetables
RCP09067,2,Garlic,3 cloves,Vegetables
RCP09067,3,Salt,to taste,Others
RCP09067,4,Mutton,601g,Proteins
RCP09067,5,Chickpeas,2 tbsp,Proteins
RCP09067,6,Fish,2 tbsp,Proteins
RCP09068,1,Onion,2 medium,Vegetables
RCP09068,2,Garlic,8 cloves,Vegetables
RCP09068,3,Salt,to taste,Others
RCP09068,4,Mutton,735g,Proteins
RCP09068,5,Yogurt,242 ml,Dairy
RCP09068,6,Fenugreek Leaves,2 tbsp,Aromatics
RCP09068,7,Vinegar,2 tbsp,Liquids
RCP09068,8,All-Purpose Flour,287 g,Grains
RCP09068,9,Shrimp,2 tbsp,Proteins
RCP09068,10,Sesame Seeds,3 tbsp,Others
RCP09069,1,Onion,3 medium,Vegetables
RCP09069,2,Garlic,5 cloves,Vegetables
RCP09069,3,Salt,to taste,Others
RCP09069,4,Eggs,225g,Proteins
RCP09069,5,Spinach,1 medium,Vegetables
RCP09069,6,Vinegar,4 tbsp,Liquids
RCP09069,7,Carrot,1 medium,Vegetables
RCP09070,1,Onion,3 medium,Vegetables
RCP09070,2,Garlic,3 cloves,Vegetables
RCP09070,3,Salt,to taste,Others
RCP09070,4,Beef,799g,Proteins
RCP09070,5,Lemon Juice,3 tbsp,Liquids
RCP09070,6,Chickpeas,3 tbsp,Proteins
RCP09070,7,Turmeric,1 tsp,Spices
RCP09070,8,Mint Leaves,3 tbsp,Aromatics
RCP09070,9,Butter,296 ml,Dairy
RCP09070,10,Almonds,3 tbsp,Others
RCP09070,11,Lentils (Dal),4 tbsp,Proteins
RCP09070,12,Chickpea Flour,372 g,Grains
RCP09070,13,Mint Leaves,2 tbsp,Aromatics
RCP09070,14,Lemon Juice,3 tbsp,Liquids
RCP09070,15,Beef,4 tbsp,Proteins
RCP09070,16,Wheat Flour,309 g,Grains
RCP09071,1,Onion,1 medium,Vegetables
RCP09071,2,Garlic,3 cloves,Vegetables
RCP09071,3,Salt,to taste,Others
RCP09071,4,Eggs,311g,Proteins
RCP09071,5,Chicken,1 tbsp,Proteins
RCP09071,6,Milk,121 ml,Dairy
RCP09071,7,Almonds,4 tbsp,Others
RCP09072,1,Onion,1 medium,Vegetables
RCP09072,2,Garlic,6 cloves,Vegetables
RCP09072,3,Salt,to taste,Others
RCP09072,4,Eggs,291g,Proteins
RCP09072,5,Beef,1 tbsp,Proteins
RCP09072,6,Paneer,336 ml,Dairy
RCP09072,7,Fresh Coriander,4 tbsp,Aromatics
RCP09072,8,Paneer,2 tbsp,Proteins
RCP09072,9,Ghee,136 ml,Dairy
RCP09073,1,Onion,3 medium,Vegetables
RCP09073,2,Garlic,8 cloves,Vegetables
RCP09073,3,Salt,to taste,Others
RCP09073,4,Mutton,751g,Proteins
RCP09073,5,Coconut Milk,1 tbsp,Liquids
RCP09073,6,Curry Leaves,3 tbsp,Aromatics
RCP09074,1,Onion,2 medium,Vegetables
RCP09074,2,Garlic,9 cloves,Vegetables
RCP09074,3,Salt,to taste,Others
RCP09074,4,Eggs,444g,Proteins
RCP09074,5,Cardamom,1 tsp,Spices
RCP09075,1,Onion,2 medium,Vegetables
RCP09075,2,Garlic,7 cloves,Vegetables
RCP09075,3,Salt,to taste,Others
RCP09075,4,Chicken,364g,Proteins
RCP09075,5,Butter,394 ml,Dairy
RCP09075,6,Coconut Milk,3 tbsp,Liquids
RCP09075,7,Chickpeas,1 tbsp,Proteins
RCP09075,8,Cinnamon,1 tsp,Spices
RCP09075,9,Cashews,1 tbsp,Others
RCP09075,10,Raisins,3 tbsp,Others
RCP09075,11,Cloves,2 tsp,Spices
RCP09075,12,Beef,3 tbsp,Proteins
RCP09075,13,Basmati Rice,494 g,Grains
RCP09075,14,Onion,2 medium,Vegetables
RCP09075,15,Water,3 tbsp,Liquids
RCP09075,16,Chickpeas,4 tbsp,Proteins
RCP09076,1,Onion,1 medium,Vegetables
RCP09076,2,Garlic,8 cloves,Vegetables
RCP09076,3,Salt,to taste,Others
RCP09076,4,Paneer,600g,Proteins
RCP09076,5,Milk,139 ml,Dairy
RCP09076,6,Yogurt,314 ml,Dairy
RCP09076,7,Butter,450 ml,Dairy
RCP09076,8,Wheat Flour,281 g,Grains
RCP09076,9,Tamarind Paste,1 tbsp,Liquids
RCP09077,1,Onion,3 medium,Vegetables
RCP09077,2,Garlic,4 cloves,Vegetables
RCP09077,3,Salt,to taste,Others
RCP09077,4,Lentils (Dal),376g,Proteins
RCP09077,5,Semolina,468 g,Grains
RCP09077,6,Bay Leaf,1 tsp,Spices
RCP09077,7,Sugar,2 tbsp,Others
RCP09077,8,Cream,389 ml,Dairy
RCP09077,9,Fenugreek Leaves,4 tbsp,Aromatics
RCP09077,10,Coriander,2 tsp,Spices
RCP09077,11,Oil,1 tbsp,Liquids
RCP09077,12,All-Purpose Flour,393 g,Grains
RCP09078,1,Onion,1 medium,Vegetables
RCP09078,2,Garlic,9 cloves,Vegetables
RCP09078,3,Salt,to taste,Others
RCP09078,4,Shrimp,902g,Proteins
RCP09078,5,Semolina,219 g,Grains
RCP09078,6,Milk,197 ml,Dairy
RCP09078,7,Red Chili Powder,2 tsp,Spices
RCP09078,8,Curry Leaves,2 tbsp,Aromatics
RCP09079,1,Onion,2 medium,Vegetables
RCP09079,2,Garlic,8 cloves,Vegetables
RCP09079,3,Salt,to taste,Others
RCP09079,4,Chicken,437g,Proteins
RCP09079,5,Black Pepper,2 tsp,Spices
RCP09079,6,Cream,214 ml,Dairy
RCP09079,7,Cumin,1 tsp,Spices
RCP09079,8,Almonds,1 tbsp,Others
RCP09080,1,Onion,3 medium,Vegetables
RCP09080,2,Garlic,6 cloves,Vegetables
RCP09080,3,Salt,to taste,Others
RCP09080,4,Lentils (Dal),398g,Proteins
RCP09080,5,Sesame Seeds,4 tbsp,Others
RCP09080,6,Turmeric,1 tsp,Spices
RCP09080,7,Salt,1 tbsp,Others
RCP09080,8,Coriander,1 tsp,Spices
RCP09080,9,Red Chili Powder,1 tsp,Spices
RCP09080,10,Coconut Milk,4 tbsp,Liquids
RCP09080,11,Lemon Juice,2 tbsp,Liquids
RCP09080,12,Cream,342 ml,Dairy
RCP09080,13,Bay Leaf,2 tsp,Spices
RCP09080,14,Sugar,4 tbsp,Others
RCP09080,15,Milk,197 ml,Dairy
RCP09081,1,Onion,2 medium,Vegetables
RCP09081,2,Garlic,8 cloves,Vegetables
RCP09081,3,Salt,to taste,Others
RCP09081,4,Shrimp,332g,Proteins
RCP09081,5,Chicken,1 tbsp,Proteins
RCP09081,6,Ghee,465 ml,Dairy
RCP09081,7,Bay Leaf,2 tsp,Spices
RCP09081,8,Yogurt,299 ml,Dairy
RCP09082,1,Onion,3 medium,Vegetables
RCP09082,2,Garlic,4 cloves,Vegetables
RCP09082,3,Salt,to taste,Others
RCP09082,4,Mutton,392g,Proteins
RCP09082,5,Yogurt,332 ml,Dairy
RCP09082,6,Chickpeas,2 tbsp,Proteins
RCP09082,7,Oil,4 tbsp,Liquids
RCP09082,8,Tofu,2 tbsp,Proteins
RCP09082,9,Black Pepper,1 tsp,Spices
RCP09082,10,Bay Leaf,2 tsp,Spices
RCP09082,11,Paneer,3 tbsp,Proteins
RCP09082,12,Basmati Rice,471 g,Grains
RCP09082,13,Paneer,171 ml,Dairy
RCP09083,1,Onion,2 medium,Vegetables
RCP09083,2,Garlic,5 cloves,Vegetables
RCP09083,3,Salt,to taste,Others
RCP09083,4,Tofu,675g,Proteins
RCP09083,5,Turmeric,1 tsp,Spices
RCP09083,6,Cumin,1 tsp,Spices
RCP09083,7,Green Chili,1 medium,Vegetables
RCP09083,8,Sugar,2 tbsp,Others
RCP09083,9,Yogurt,214 ml,Dairy
RCP09083,10,Basmati Rice,397 g,Grains
RCP09083,11,Chicken,1 tbsp,Proteins
RCP09083,12,Spinach,2 medium,Vegetables
RCP09083,13,Semolina,424 g,Grains
RCP09083,14,Lemon Juice,3 tbsp,Liquids
RCP09083,15,Wheat Flour,342 g,Grains
RCP09083,16,Eggs,3 tbsp,Proteins
RCP09083,17,All-Purpose Flour,479 g,Grains
RCP09083,18,Black Pepper,1 tsp,Spices
RCP09084,1,Onion,1 medium,Vegetables
RCP09084,2,Garlic,9 cloves,Vegetables
RCP09084,3,Salt,to taste,Others
RCP09084,4,Lentils (Dal),388g,Proteins
RCP09084,5,Mustard Seeds,3 tbsp,Others
RCP09084,6,Basmati Rice,427 g,Grains
RCP09084,7,Oil,3 tbsp,Liquids
RCP09084,8,All-Purpose Flour,213 g,Grains
RCP09084,9,Water,3 tbsp,Liquids
RCP09084,10,Sugar,3 tbsp,Others
RCP09084,11,Ghee,183 ml,Dairy
RCP09084,12,Lemon Juice,1 tbsp,Liquids
RCP09084,13,Oil,1 tbsp,Liquids
RCP09084,14,Fenugreek Leaves,2 tbsp,Aromatics
RCP09085,1,Onion,3 medium,Vegetables
RCP09085,2,Garlic,5 cloves,Vegetables
RCP09085,3,Salt,to taste,Others
RCP09085,4,Paneer,701g,Proteins
RCP09085,5,Mustard Seeds,2 tbsp,Others
RCP09085,6,All-Purpose Flour,435 g,Grains
RCP09085,7,Ginger,2 medium,Vegetables
RCP09085,8,Curry Leaves,1 tbsp,Aromatics
RCP09085,9,Onion,1 medium,Vegetables
RCP09086,1,Onion,1 medium,Vegetables
RCP09086,2,Garlic,5 cloves,Vegetables
RCP09086,3,Salt,to taste,Others
RCP09086,4,Beef,446g,Proteins
RCP09086,5,Salt,4 tbsp,Others
RCP09086,6,Fenugreek Leaves,2 tbsp,Aromatics
RCP09086,7,Red Chili Powder,1 tsp,Spices
RCP09086,8,Green Chili,2 medium,Vegetables
RCP09086,9,Fresh Coriander,4 tbsp,Aromatics
RCP09087,1,Onion,3 medium,Vegetables
RCP09087,2,Garlic,3 cloves,Vegetables
RCP09087,3,Salt,to taste,Others
RCP09087,4,Eggs,414g,Proteins
RCP09087,5,Cloves,2 tsp,Spices
RCP09087,6,Black Pepper,1 tsp,Spices
RCP09087,7,Cloves,2 tsp,Spices
RCP09087,8,Mint Leaves,3 tbsp,Aromatics
RCP09087,9,Cream,202 ml,Dairy
RCP09087,10,All-Purpose Flour,320 g,Grains
RCP09087,11,Cauliflower,1 medium,Vegetables
RCP09087,12,Mustard Seeds,3 tbsp,Others
RCP09087,13,Green Chili,1 medium,Vegetables
RCP09088,1,Onion,2 medium,Vegetables
RCP09088,2,Garlic,3 cloves,Vegetables
RCP09088,3,Salt,to taste,Others
RCP09088,4,Tofu,991g,Proteins
RCP09088,5,Water,2 tbsp,Liquids
RCP09088,6,Water,4 tbsp,Liquids
RCP09088,7,Garlic,2 medium,Vegetables
RCP09088,8,Oil,2 tbsp,Liquids
RCP09088,9,Cream,179 ml,Dairy
RCP09088,10,Fresh Coriander,3 tbsp,Aromatics
RCP09088,11,Vinegar,3 tbsp,Liquids
RCP09088,12,Raisins,2 tbsp,Others
RCP09088,13,Mint Leaves,1 tbsp,Aromatics
RCP09089,1,Onion,1 medium,Vegetables
RCP09089,2,Garlic,8 cloves,Vegetables
RCP09089,3,Salt,to taste,Others
RCP09089,4,Shrimp,910g,Proteins
RCP09089,5,Water,1 tbsp,Liquids
RCP09089,6,Fresh Coriander,1 tbsp,Aromatics
RCP09089,7,Tamarind Paste,4 tbsp,Liquids
RCP09089,8,All-Purpose Flour,227 g,Grains
RCP09090,1,Onion,3 medium,Vegetables
RCP09090,2,Garlic,4 cloves,Vegetables
RCP09090,3,Salt,to taste,Others
RCP09090,4,Beef,449g,Proteins
RCP09090,5,All-Purpose Flour,329 g,Grains
RCP09090,6,Eggs,2 tbsp,Proteins
RCP09090,7,Cream,356 ml,Dairy
RCP09090,8,Curry Leaves,2 tbsp,Aromatics
RCP09090,9,Sesame Seeds,2 tbsp,Others
RCP09091,1,Onion,1 medium,Vegetables
RCP09091,2,Garlic,6 cloves,Vegetables
RCP09091,3,Salt,to taste,Others
RCP09091,4,Lentils (Dal),309g,Proteins
RCP09091,5,Semolina,480 g,Grains
RCP09091,6,Raisins,1 tbsp,Others
RCP09091,7,Chickpeas,1 tbsp,Proteins
RCP09091,8,Ginger,2 medium,Vegetables
RCP09091,9,Coriander,1 tsp,Spices
RCP09092,1,Onion,1 medium,Vegetables
RCP09092,2,Garlic,6 cloves,Vegetables
RCP09092,3,Salt,to taste,Others
RCP09092,4,Shrimp,847g,Proteins
RCP09092,5,Curry Leaves,2 tbsp,Aromatics
RCP09092,6,Cloves,1 tsp,Spices
RCP09093,1,Onion,2 medium,Vegetables
RCP09093,2,Garlic,5 cloves,Vegetables
RCP09093,3,Salt,to taste,Others
RCP09093,4,Paneer,604g,Proteins
RCP09093,5,Garlic,2 medium,Vegetables
RCP09093,6,Fenugreek Leaves,2 tbsp,Aromatics
RCP09093,7,Raisins,1 tbsp,Others
RCP09093,8,Lemon Juice,4 tbsp,Liquids
RCP09094,1,Onion,3 medium,Vegetables
RCP09094,2,Garlic,7 cloves,Vegetables
RCP09094,3,Salt,to taste,Others
RCP09094,4,Lentils (Dal),418g,Proteins
RCP09094,5,Coriander,2 tsp,Spices
RCP09094,6,Raisins,3 tbsp,Others
RCP09094,7,Sesame Seeds,1 tbsp,Others
RCP09094,8,Almonds,2 tbsp,Others
RCP09094,9,Mustard Seeds,1 tbsp,Others
RCP09094,10,All-Purpose Flour,216 g,Grains
RCP09094,11,Black Pepper,2 tsp,Spices
RCP09094,12,Lentils (Dal),4 tbsp,Proteins
RCP09094,13,Yogurt,194 ml,Dairy
RCP09094,14,Almonds,2 tbsp,Others
RCP09094,15,Cinnamon,2 tsp,Spices
RCP09094,16,Sugar,2 tbsp,Others
RCP09094,17,Bell Pepper,2 medium,Vegetables
RCP09094,18,Butter,388 ml,Dairy
RCP09094,19,Lemon Juice,3 tbsp,Liquids
RCP09095,1,Onion,2 medium,Vegetables
RCP09095,2,Garlic,3 cloves,Vegetables
RCP09095,3,Salt,to taste,Others
RCP09095,4,Chickpeas,375g,Proteins
RCP09095,5,Coriander,1 tsp,Spices
RCP09095,6,Raisins,3 tbsp,Others
RCP09095,7,Fenugreek Leaves,3 tbsp,Aromatics
RCP09095,8,All-Purpose Flour,379 g,Grains
RCP09095,9,Paneer,190 ml,Dairy
RCP09095,10,Curry Leaves,4 tbsp,Aromatics
RCP09095,11,Peas,1 medium,Vegetables
RCP09095,12,Semolina,429 g,Grains
RCP09095,13,Coriander,1 tsp,Spices
RCP09095,14,Chicken,3 tbsp,Proteins
RCP09096,1,Onion,3 medium,Vegetables
RCP09096,2,Garlic,5 cloves,Vegetables
RCP09096,3,Salt,to taste,Others
RCP09096,4,Chicken,883g,Proteins
RCP09096,5,All-Purpose Flour,427 g,Grains
RCP09096,6,Mustard Seeds,2 tbsp,Others
RCP09096,7,Milk,484 ml,Dairy
RCP09096,8,Ghee,222 ml,Dairy
RCP09096,9,Fenugreek Leaves,3 tbsp,Aromatics
RCP09097,1,Onion,2 medium,Vegetables
RCP09097,2,Garlic,6 cloves,Vegetables
RCP09097,3,Salt,to taste,Others
RCP09097,4,Tofu,952g,Proteins
RCP09097,5,Coconut Milk,2 tbsp,Liquids
RCP09097,6,Paneer,1 tbsp,Proteins
RCP09097,7,Potato,2 medium,Vegetables
RCP09097,8,Oil,2 tbsp,Liquids
RCP09097,9,Tomato,1 medium,Vegetables
RCP09097,10,Eggs,2 tbsp,Proteins
RCP09097,11,Cauliflower,1 medium,Vegetables
RCP09097,12,Red Chili Powder,2 tsp,Spices
RCP09097,13,Cardamom,1 tsp,Spices
RCP09097,14,Almonds,1 tbsp,Others
RCP09097,15,Milk,438 ml,Dairy
RCP09097,16,Mutton,4 tbsp,Proteins
RCP09097,17,Vinegar,4 tbsp,Liquids
RCP09098,1,Onion,1 medium,Vegetables
RCP09098,2,Garlic,4 cloves,Vegetables
RCP09098,3,Salt,to taste,Others
RCP09098,4,Eggs,422g,Proteins
RCP09098,5,Lemon Juice,4 tbsp,Liquids
RCP09099,1,Onion,1 medium,Vegetables
RCP09099,2,Garlic,9 cloves,Vegetables
RCP09099,3,Salt,to taste,Others
RCP09099,4,Tofu,446g,Proteins
RCP09099,5,Cloves,1 tsp,Spices
RCP09099,6,Lemon Juice,1 tbsp,Liquids
RCP09099,7,Tofu,3 tbsp,Proteins
RCP09099,8,Eggs,2 tbsp,Proteins
RCP09099,9,Green Chili,1 medium,Vegetables
RCP09099,10,Paneer,418 ml,Dairy
RCP09099,11,Curry Leaves,2 tbsp,Aromatics
RCP09099,12,Fresh Coriander,1 tbsp,Aromatics
RCP09100,1,Onion,2 medium,Vegetables
RCP09100,2,Garlic,4 cloves,Vegetables
RCP09100,3,Salt,to taste,Others
RCP09100,4,Chickpeas,365g,Proteins
RCP09100,5,Fresh Coriander,1 tbsp,Aromatics
RCP09100,6,Fenugreek Leaves,4 tbsp,Aromatics
RCP09100,7,Semolina,465 g,Grains
RCP09100,8,Garam Masala,2 tsp,Spices
RCP09100,9,Vinegar,3 tbsp,Liquids
RCP09100,10,Butter,414 ml,Dairy
RCP09100,11,Mint Leaves,4 tbsp,Aromatics
RCP09100,12,Fenugreek Leaves,3 tbsp,Aromatics
RCP09100,13,Cardamom,1 tsp,Spices
RCP09100,14,Yogurt,354 ml,Dairy
RCP09100,15,Cloves,2 tsp,Spices
RCP09100,16,Water,3 tbsp,Liquids
RCP09100,17,Basmati Rice,309 g,Grains
RCP09100,18,Vinegar,2 tbsp,Liquids
RCP09100,19,Basmati Rice,442 g,Grains
RCP09101,1,Onion,1 medium,Vegetables
RCP09101,2,Garlic,7 cloves,Vegetables
RCP09101,3,Salt,to taste,Others
RCP09101,4,Paneer,962g,Proteins
RCP09101,5,Water,2 tbsp,Liquids
RCP09101,6,Mint Leaves,4 tbsp,Aromatics
RCP09101,7,Cashews,2 tbsp,Others
RCP09101,8,Lemon Juice,2 tbsp,Liquids
RCP09101,9,Wheat Flour,384 g,Grains
RCP09102,1,Onion,1 medium,Vegetables
RCP09102,2,Garlic,3 cloves,Vegetables
RCP09102,3,Salt,to taste,Others
RCP09102,4,Fish,362g,Proteins
RCP09102,5,Cream,168 ml,Dairy
RCP09102,6,Onion,1 medium,Vegetables
RCP09102,7,Wheat Flour,490 g,Grains
RCP09102,8,Mutton,1 tbsp,Proteins
RCP09102,9,Fresh Coriander,2 tbsp,Aromatics
RCP09102,10,Tofu,1 tbsp,Proteins
RCP09102,11,Milk,103 ml,Dairy
RCP09102,12,Salt,3 tbsp,Others
RCP09102,13,Milk,368 ml,Dairy
RCP09103,1,Onion,2 medium,Vegetables
RCP09103,2,Garlic,9 cloves,Vegetables
RCP09103,3,Salt,to taste,Others
RCP09103,4,Chicken,696g,Proteins
RCP09103,5,Shrimp,4 tbsp,Proteins
RCP09103,6,Raisins,3 tbsp,Others
RCP09103,7,Sugar,4 tbsp,Others
RCP09103,8,Raisins,3 tbsp,Others
RCP09103,9,Mutton,4 tbsp,Proteins
RCP09103,10,Red Chili Powder,2 tsp,Spices
RCP09104,1,Onion,1 medium,Vegetables
RCP09104,2,Garlic,9 cloves,Vegetables
RCP09104,3,Salt,to taste,Others
RCP09104,4,Mutton,844g,Proteins
RCP09104,5,Coconut Milk,1 tbsp,Liquids
RCP09104,6,Vinegar,3 tbsp,Liquids
RCP09104,7,Black Pepper,2 tsp,Spices
RCP09104,8,Cashews,3 tbsp,Others
RCP09104,9,Mint Leaves,3 tbsp,Aromatics
RCP09104,10,Ghee,395 ml,Dairy
RCP09104,11,Garam Masala,1 tsp,Spices
RCP09105,1,Onion,1 medium,Vegetables
RCP09105,2,Garlic,7 cloves,Vegetables
RCP09105,3,Salt,to taste,Others
RCP09105,4,Shrimp,458g,Proteins
RCP09105,5,Yogurt,194 ml,Dairy
RCP09105,6,Oil,4 tbsp,Liquids
RCP09105,7,Paneer,476 ml,Dairy
RCP09105,8,Oil,4 tbsp,Liquids
RCP09105,9,Tomato,1 medium,Vegetables
RCP09105,10,Cream,326 ml,Dairy
RCP09105,11,Sesame Seeds,1 tbsp,Others
RCP09105,12,All-Purpose Flour,358 g,Grains
RCP09105,13,Mustard Seeds,1 tbsp,Others
RCP09105,14,Cashews,4 tbsp,Others
RCP09106,1,Onion,2 medium,Vegetables
RCP09106,2,Garlic,3 cloves,Vegetables
RCP09106,3,Salt,to taste,Others
RCP09106,4,Eggs,367g,Proteins
RCP09106,5,Coconut Milk,3 tbsp,Liquids
RCP09106,6,Fish,4 tbsp,Proteins
RCP09106,7,Cinnamon,1 tsp,Spices
RCP09106,8,Raisins,2 tbsp,Others
RCP09106,9,Spinach,2 medium,Vegetables
RCP09106,10,Paneer,1 tbsp,Proteins
RCP09106,11,Mint Leaves,2 tbsp,Aromatics
RCP09106,12,Potato,1 medium,Vegetables
RCP09106,13,Cream,101 ml,Dairy
RCP09106,14,Oil,4 tbsp,Liquids
RCP09106,15,Lentils (Dal),2 tbsp,Proteins
RCP09106,16,Cauliflower,2 medium,Vegetables
RCP09106,17,Cumin,1 tsp,Spices
RCP09107,1,Onion,1 medium,Vegetables
RCP09107,2,Garlic,7 cloves,Vegetables
RCP09107,3,Salt,to taste,Others
RCP09107,4,Eggs,377g,Proteins
RCP09107,5,Green Chili,2 medium,Vegetables
RCP09107,6,Butter,167 ml,Dairy
RCP09107,7,Tamarind Paste,1 tbsp,Liquids
RCP09107,8,Tofu,3 tbsp,Proteins
RCP09107,9,Almonds,4 tbsp,Others
RCP09107,10,All-Purpose Flour,465 g,Grains
RCP09107,11,Curry Leaves,4 tbsp,Aromatics
RCP09108,1,Onion,1 medium,Vegetables
RCP09108,2,Garlic,5 cloves,Vegetables
RCP09108,3,Salt,to taste,Others
RCP09108,4,Shrimp,703g,Proteins
RCP09108,5,Mint Leaves,2 tbsp,Aromatics
RCP09108,6,Curry Leaves,4 tbsp,Aromatics
RCP09108,7,Raisins,3 tbsp,Others
RCP09108,8,Vinegar,2 tbsp,Liquids
RCP09108,9,Cream,321 ml,Dairy
RCP09108,10,Basmati Rice,439 g,Grains
RCP09108,11,Curry Leaves,4 tbsp,Aromatics
RCP09108,12,Beef,3 tbsp,Proteins
RCP09108,13,Red Chili Powder,2 tsp,Spices
RCP09108,14,Cauliflower,1 medium,Vegetables
RCP09108,15,Tamarind Paste,2 tbsp,Liquids
RCP09108,16,All-Purpose Flour,369 g,Grains
RCP09108,17,Beef,4 tbsp,Proteins
RCP09108,18,Tomato,2 medium,Vegetables
RCP09108,19,Vinegar,3 tbsp,Liquids
RCP09109,1,Onion,3 medium,Vegetables
RCP09109,2,Garlic,8 cloves,Vegetables
RCP09109,3,Salt,to taste,Others
RCP09109,4,Chickpeas,384g,Proteins
RCP09109,5,Sugar,4 tbsp,Others
RCP09109,6,Cloves,1 tsp,Spices
RCP09109,7,Mint Leaves,4 tbsp,Aromatics
RCP09109,8,Fresh Coriander,2 tbsp,Aromatics
RCP09109,9,Chicken,1 tbsp,Proteins
RCP09109,10,Chickpeas,3 tbsp,Proteins
RCP09109,11,Onion,2 medium,Vegetables
RCP09109,12,Almonds,4 tbsp,Others
RCP09109,13,Salt,4 tbsp,Others
RCP09109,14,Cream,477 ml,Dairy
