recipe_id,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
RCP07320,314,25,70,32,10,18,392,42,28,32,24,24
RCP07321,334,24,50,21,8,10,1009,94,23,45,6,24
RCP07322,262,27,47,28,9,15,1088,65,30,12,14,10
RCP07323,200,40,69,38,6,16,1050,0,6,38,11,10
RCP07324,561,44,33,39,2,15,1341,34,11,58,16,23
RCP07325,796,39,38,15,2,16,1235,64,12,24,28,16
RCP07326,704,6,68,28,9,3,305,80,8,16,23,17
RCP07327,269,13,32,29,10,5,909,68,37,8,10,35
RCP07328,463,33,35,21,12,14,1294,14,38,45,12,15
RCP07329,520,36,50,39,13,19,985,0,39,50,27,23
RCP07330,672,45,62,27,14,19,954,30,9,17,15,14
RCP07331,156,42,69,29,11,5,1280,0,26,56,23,28
RCP07332,799,42,68,20,8,19,987,3,20,53,11,32
RCP07333,235,23,40,35,2,3,1475,32,30,47,7,27
RCP07334,722,16,40,16,2,5,836,60,24,9,7,10
RCP07335,671,10,73,17,10,8,1054,36,6,9,27,26
RCP07336,206,24,79,28,8,12,1308,12,32,44,18,20
RCP07337,324,26,68,24,12,5,1193,0,17,24,15,30
RCP07338,618,47,30,33,6,10,1211,19,15,34,7,32
RCP07339,286,48,42,30,13,2,1178,41,33,46,13,27
RCP07340,333,18,68,11,14,19,1450,0,36,57,28,34
RCP07341,500,17,69,16,5,8,797,18,17,52,26,21
RCP07342,560,17,40,26,3,19,244,7,33,54,10,33
RCP07343,255,41,44,26,5,4,572,14,29,28,20,30
RCP07344,708,21,36,36,4,9,454,72,16,52,12,14
RCP07345,158,12,31,17,2,13,264,74,19,41,25,15
RCP07346,193,12,52,19,5,15,1479,24,21,15,21,38
RCP07347,510,15,75,19,14,12,709,66,32,55,9,38
RCP07348,344,48,40,30,9,8,1482,85,22,28,24,31
RCP07349,458,9,47,18,11,15,597,78,30,41,8,35
RCP07350,653,35,65,22,6,4,1011,94,24,11,24,11
RCP07351,704,11,57,29,2,9,269,64,27,25,27,12
RCP07352,686,24,55,32,4,2,1248,92,7,26,16,13
RCP07353,560,25,45,35,5,7,400,45,21,17,26,14
RCP07354,693,34,36,22,9,6,759,67,12,48,21,33
RCP07355,231,31,59,28,2,13,300,2,37,44,28,25
RCP07356,726,8,67,19,13,15,550,20,37,45,18,26
RCP07357,265,35,49,33,13,17,1136,35,39,27,24,32
RCP07358,198,35,30,36,12,3,267,91,32,6,16,21
RCP07359,421,34,68,35,5,17,1483,36,28,27,18,10
RCP07360,433,46,44,20,13,16,822,22,11,20,23,28
RCP07361,716,12,47,14,12,16,712,62,10,52,6,10
RCP07362,332,45,55,15,8,19,1462,72,20,23,13,35
RCP07363,382,43,33,31,6,17,752,75,39,12,29,36
RCP07364,465,6,74,14,5,7,828,42,11,41,6,35
RCP07365,245,21,54,16,4,4,331,3,26,35,15,39
RCP07366,537,24,47,20,14,3,461,18,36,22,17,17
RCP07367,469,23,43,23,13,13,623,78,22,37,26,36
RCP07368,724,38,36,38,13,13,1476,43,11,18,20,12
RCP07369,705,27,47,26,12,11,1028,57,36,57,6,30
RCP07370,600,45,67,33,3,8,975,59,12,25,21,28
RCP07371,443,37,66,23,11,15,516,55,12,56,17,17
RCP07372,459,33,42,18,3,5,527,35,27,31,13,16
RCP07373,721,27,79,17,5,6,632,11,15,51,5,18
RCP07374,627,25,35,22,13,2,1141,38,23,10,23,36
RCP07375,336,24,39,37,11,2,739,56,19,20,18,21
RCP07376,431,6,73,13,3,6,849,48,23,18,14,30
RCP07377,623,12,60,24,4,8,998,0,17,22,13,24
RCP07378,339,29,73,30,5,16,512,39,12,59,5,11
RCP07379,775,40,36,39,8,10,660,77,25,43,13,12
RCP07380,281,36,45,23,3,9,442,0,30,21,14,14
RCP07381,651,34,63,18,6,2,565,17,22,16,5,38
RCP07382,632,46,45,38,9,11,545,29,22,57,22,32
RCP07383,512,26,67,17,9,5,655,50,11,7,7,10
RCP07384,317,41,31,36,2,11,1412,47,5,16,17,29
RCP07385,293,20,38,21,12,6,619,45,32,5,10,25
RCP07386,724,23,73,31,3,11,1002,37,31,55,17,37
RCP07387,268,14,37,22,11,13,1479,72,13,58,29,32
RCP07388,614,9,62,14,9,8,1347,84,18,33,7,38
RCP07389,586,45,62,33,3,2,859,71,25,6,18,27
RCP07390,555,11,31,16,14,13,448,23,5,31,28,13
RCP07391,291,30,41,34,11,5,700,0,17,31,14,13
RCP07392,156,32,69,37,9,8,616,8,23,56,27,23
RCP07393,522,10,64,15,12,5,1088,46,21,54,15,39
RCP07394,513,24,65,35,12,17,712,28,5,32,9,16
RCP07395,629,16,32,12,4,14,1465,54,22,46,8,22
RCP07396,324,7,51,13,2,17,1465,91,21,58,18,16
RCP07397,153,21,79,37,3,19,647,24,28,8,26,10
RCP07398,746,35,49,33,13,16,599,30,37,42,6,20
RCP07399,285,25,58,32,13,8,1305,77,17,51,29,12
RCP07400,413,8,33,13,3,7,615,27,9,7,11,19
RCP07401,685,35,31,17,14,2,518,53,5,16,7,35
RCP07402,674,34,71,30,9,4,249,65,29,14,19,21
RCP07403,301,33,32,26,8,3,503,0,11,41,22,28
RCP07404,529,36,79,35,2,4,1265,33,5,31,10,33
RCP07405,253,30,37,32,13,16,1009,78,34,23,11,38
RCP07406,736,7,64,29,7,10,753,0,37,54,22,18
RCP07407,598,42,40,20,5,11,785,94,33,41,8,14
RCP07408,701,44,33,18,4,19,605,97,22,24,8,12
RCP07409,411,25,30,26,13,7,609,2,25,9,7,20
RCP07410,447,11,52,26,3,16,1018,32,18,13,5,37
RCP07411,541,26,38,31,7,2,425,10,14,52,8,34
RCP07412,265,41,56,19,9,7,575,4,8,36,17,19
RCP07413,389,48,78,15,9,12,1180,35,33,20,29,20
RCP07414,175,19,54,12,6,9,1150,19,38,37,13,37
RCP07415,717,37,62,39,7,3,597,90,6,6,26,23
RCP07416,497,8,78,29,6,9,451,80,36,13,22,29
RCP07417,780,19,68,16,2,19,531,12,6,30,6,39
RCP07418,771,45,62,30,5,4,900,39,33,41,22,14
RCP07419,714,43,44,38,13,17,1352,10,38,42,21,37
RCP07420,170,9,60,14,3,8,641,80,6,30,5,36
RCP07421,691,45,74,17,4,5,368,40,5,34,7,38
RCP07422,405,22,57,31,13,7,899,11,19,20,17,14
RCP07423,603,27,73,24,2,6,203,63,29,52,18,25
RCP07424,655,26,56,29,10,10,212,5,39,29,17,10
RCP07425,253,41,51,25,3,8,1018,18,16,46,13,30
RCP07426,272,21,69,38,7,4,373,56,31,45,23,13
RCP07427,749,41,36,39,9,14,739,69,35,35,9,30
RCP07428,776,46,52,37,3,5,1232,22,39,11,17,10
RCP07429,769,18,59,20,7,12,1336,87,38,34,12,20
RCP07430,413,5,30,22,4,13,1420,89,27,30,11,13
RCP07431,232,29,46,15,11,13,1301,35,32,13,23,18
RCP07432,601,33,65,20,13,8,1025,52,7,46,12,14
RCP07433,438,41,33,33,2,14,597,61,9,38,24,39
RCP07434,468,10,64,23,7,18,388,31,7,18,17,12
RCP07435,617,26,45,29,8,16,1061,57,9,19,19,34
RCP07436,435,39,41,29,9,17,208,11,23,30,10,18
RCP07437,547,5,53,16,13,16,784,89,27,52,25,21
RCP07438,658,36,70,27,3,4,1345,0,14,15,17,23
RCP07439,467,29,59,17,6,19,539,74,18,57,15,39
RCP07440,728,33,47,38,2,10,1356,8,9,16,14,24
RCP07441,614,21,68,16,5,19,1311,89,37,27,14,32
RCP07442,182,16,70,16,2,12,1145,83,11,28,13,35
RCP07443,786,18,34,29,10,12,623,39,12,44,5,37
RCP07444,551,14,32,19,11,14,1181,36,22,42,8,31
RCP07445,270,32,76,38,5,4,954,96,16,48,6,15
RCP07446,661,34,53,18,13,3,481,89,27,9,12,24
RCP07447,296,48,75,16,10,11,746,0,28,41,29,19
RCP07448,741,15,78,17,2,5,341,59,35,15,19,14
RCP07449,770,36,48,28,11,12,979,0,18,52,7,17
RCP07450,417,8,73,21,12,18,481,32,29,37,29,27
RCP07451,396,15,48,27,13,6,601,93,5,9,22,11
RCP07452,594,41,34,21,8,13,1122,2,14,22,14,11
RCP07453,405,42,68,19,10,9,939,16,35,53,22,16
RCP07454,323,24,76,25,12,2,1457,96,23,20,8,38
RCP07455,292,30,42,24,6,15,1365,0,10,28,22,37
RCP07456,449,48,70,39,14,2,1396,11,18,42,28,11
RCP07457,525,6,31,24,11,9,701,55,39,45,18,27
RCP07458,500,43,68,27,6,10,391,16,6,36,16,35
RCP07459,401,30,60,22,9,13,1388,97,7,17,14,39
RCP07460,330,43,62,34,7,11,482,61,38,51,11,21
RCP07461,189,22,46,28,9,14,458,48,13,49,5,38
RCP07462,619,47,37,26,11,18,917,54,14,9,23,38
RCP07463,359,32,79,39,8,18,1061,3,29,33,8,22
RCP07464,335,44,37,19,4,4,1392,15,20,30,10,30
RCP07465,291,10,66,18,4,18,850,98,23,25,21,28
RCP07466,211,22,48,19,9,2,295,0,17,18,5,11
RCP07467,428,30,54,26,8,6,885,45,23,5,14,14
RCP07468,559,43,72,21,14,6,718,76,8,22,25,13
RCP07469,236,25,48,21,13,14,865,36,34,53,21,18
RCP07470,433,6,55,26,5,17,1086,73,36,28,10,21
RCP07471,680,6,37,11,11,8,777,44,39,24,12,26
RCP07472,349,30,30,38,9,2,247,37,16,10,12,24
RCP07473,159,11,70,17,6,3,874,3,13,59,18,11
RCP07474,204,48,45,17,10,6,277,51,39,38,28,20
RCP07475,749,23,57,22,2,6,971,0,25,20,10,15
RCP07476,426,33,61,21,11,19,1124,45,22,7,13,17
RCP07477,779,20,69,31,3,13,866,41,29,57,13,29
RCP07478,321,5,76,15,11,11,1444,51,36,32,14,16
RCP07479,694,28,35,30,5,7,628,88,27,25,6,35
RCP07480,219,34,37,16,7,11,282,86,20,16,14,30
RCP07481,343,20,48,19,2,3,528,15,32,24,22,38
RCP07482,338,20,70,16,14,18,568,23,7,15,16,19
RCP07483,159,36,68,33,2,11,690,27,30,23,16,20
RCP07484,780,13,67,20,4,5,1297,79,15,57,19,18
RCP07485,756,24,44,33,13,13,1126,25,23,51,17,30
RCP07486,563,44,77,36,6,4,649,41,13,38,19,26
RCP07487,193,8,52,14,5,7,229,30,23,45,28,10
RCP07488,310,14,59,15,14,3,367,41,30,38,26,12
RCP07489,623,42,49,28,6,8,492,91,26,20,21,12
RCP07490,691,40,31,19,2,13,866,68,11,43,18,37
RCP07491,726,34,48,31,13,8,1178,56,26,27,14,34
RCP07492,320,5,39,19,11,2,866,45,22,44,17,36
RCP07493,203,38,55,31,5,2,925,9,18,42,23,29
RCP07494,786,38,50,36,5,9,956,93,24,51,14,23
RCP07495,323,10,66,10,6,5,201,27,30,42,28,12
RCP07496,341,8,57,19,9,14,563,54,33,53,16,27
RCP07497,638,8,39,10,6,5,983,94,39,39,14,24
RCP07498,799,31,72,29,8,12,543,23,6,44,8,27
RCP07499,571,5,71,25,12,9,1471,80,14,56,29,22
RCP07500,284,8,55,11,6,11,1332,81,9,10,16,36
RCP07501,155,49,52,32,2,17,903,57,33,38,11,15
RCP07502,706,21,78,24,11,11,721,79,34,28,14,11
RCP07503,405,33,30,39,2,10,765,3,18,54,11,35
RCP07504,619,25,35,26,3,12,1439,11,15,24,29,19
RCP07505,253,6,54,28,3,6,572,40,13,45,16,24
RCP07506,294,43,51,23,10,14,1004,83,38,9,29,16
RCP07507,320,9,49,21,4,10,428,82,31,17,11,36
RCP07508,319,34,39,21,14,5,723,3,5,54,15,15
RCP07509,197,48,71,29,4,11,459,63,24,39,17,36
RCP07510,612,43,33,17,2,5,629,44,28,57,9,34
RCP07511,708,39,71,26,6,3,326,9,37,30,10,26
RCP07512,232,47,74,32,6,14,456,41,38,23,27,25
RCP07513,352,37,79,35,12,4,1001,52,29,17,20,25
RCP07514,351,23,31,38,10,19,1328,74,6,30,24,28
RCP07515,695,14,40,21,13,18,1032,75,31,55,29,33
RCP07516,350,33,40,16,5,2,407,12,5,46,11,13
RCP07517,523,11,64,14,10,11,1226,13,23,13,21,33
RCP07518,750,31,73,24,14,13,1277,69,10,9,11,23
RCP07519,165,32,39,35,12,7,805,17,34,16,23,16
RCP07520,380,33,59,37,5,9,1351,27,34,5,21,18
RCP07521,244,39,57,17,2,17,1339,77,35,14,13,32
RCP07522,731,35,49,19,14,4,1255,62,24,26,14,16
RCP07523,246,45,62,17,5,19,508,57,10,15,25,12
RCP07524,345,30,56,38,9,2,206,33,20,13,25,28
RCP07525,209,8,63,20,11,6,518,22,39,46,27,14
RCP07526,799,22,52,29,11,11,483,2,9,28,26,11
RCP07527,408,14,41,20,10,9,979,99,15,39,19,16
RCP07528,513,36,66,23,10,19,1113,89,10,7,6,16
RCP07529,401,27,78,30,13,14,1054,9,14,20,20,23
RCP07530,457,48,61,39,5,7,565,59,30,18,14,20
RCP07531,770,35,63,35,6,12,757,93,34,59,21,11
RCP07532,276,43,47,23,5,16,556,22,38,38,23,36
RCP07533,306,17,41,17,6,6,527,50,18,49,7,16
RCP07534,736,35,44,18,4,12,909,0,34,37,12,15
RCP07535,550,14,51,17,11,12,593,62,36,47,7,12
RCP07536,265,10,70,23,10,18,452,5,31,8,21,39
RCP07537,707,37,68,15,2,4,752,45,38,11,23,19
RCP07538,205,41,66,37,2,17,1189,86,33,23,14,22
RCP07539,184,28,55,20,5,5,375,0,16,21,18,19
RCP07540,277,39,39,31,12,17,484,0,22,19,18,13
RCP07541,418,44,30,39,3,4,773,34,31,45,29,23
RCP07542,234,30,54,30,3,14,751,43,31,9,27,10
RCP07543,666,31,78,26,9,17,1470,26,22,27,18,31
RCP07544,597,15,60,25,5,15,933,0,26,17,16,26
RCP07545,751,15,36,22,12,3,461,33,5,24,20,19
RCP07546,624,12,39,13,9,4,1308,72,11,32,16,25
RCP07547,639,32,55,36,8,7,1044,51,14,14,15,23
RCP07548,462,24,73,33,3,3,400,59,13,36,25,35
RCP07549,548,32,30,38,7,8,769,0,36,36,29,29
RCP07550,769,41,30,34,5,16,938,11,10,42,23,15
RCP07551,731,5,39,11,5,18,323,13,18,44,9,24
RCP07552,316,44,66,27,11,9,489,88,28,54,8,33
RCP07553,459,16,34,15,6,3,865,39,16,52,18,31
RCP07554,431,36,48,32,12,6,442,49,19,35,25,28
RCP07555,742,27,56,17,13,12,793,0,27,17,15,12
RCP07556,578,36,62,25,8,11,698,39,20,22,18,32
RCP07557,778,28,51,28,6,19,379,62,5,35,20,29
RCP07558,542,45,52,29,13,15,1332,13,34,35,5,22
RCP07559,684,38,53,29,14,2,901,0,31,36,13,29
RCP07560,592,24,56,15,7,15,1037,62,27,53,5,21
RCP07561,276,44,61,34,6,11,436,49,39,28,10,27
RCP07562,224,20,61,33,10,3,1180,69,28,31,9,11
RCP07563,486,33,64,27,8,2,688,74,35,25,24,11
RCP07564,699,31,51,20,12,10,538,54,35,43,29,12
RCP07565,465,39,35,32,2,12,830,81,39,12,9,35
RCP07566,539,8,50,11,5,17,559,25,11,44,18,37
RCP07567,159,34,67,30,9,17,1103,45,36,56,10,38
RCP07568,162,46,39,29,12,9,996,0,16,24,6,29
RCP07569,651,8,75,13,4,2,253,23,11,22,8,13
RCP07570,793,21,65,17,9,6,204,0,24,18,11,21
RCP07571,581,48,78,33,5,9,464,87,25,34,13,36
RCP07572,650,8,39,15,9,10,478,67,16,48,20,38
RCP07573,340,9,45,16,13,2,1094,19,27,31,13,15
RCP07574,625,26,78,15,5,17,484,48,22,8,15,14
RCP07575,446,39,58,22,6,11,1012,0,6,34,15,17
RCP07576,609,23,38,21,8,9,228,84,24,35,27,13
RCP07577,494,19,62,15,14,6,731,23,33,41,29,34
RCP07578,546,37,61,26,2,10,960,13,23,44,7,32
RCP07579,162,32,41,37,6,8,1371,98,28,40,28,30
RCP07580,449,36,64,35,3,8,1120,71,5,34,26,19
RCP07581,577,32,33,26,3,3,494,0,20,26,27,30
RCP07582,239,29,47,27,5,5,954,39,37,39,11,22
RCP07583,547,16,50,28,4,4,227,30,13,15,26,32
RCP07584,312,39,76,26,9,17,411,56,25,59,24,22
RCP07585,463,47,59,39,14,3,536,83,24,6,24,33
RCP07586,509,46,48,18,7,19,645,0,31,39,13,30
RCP07587,366,36,62,24,14,15,999,60,22,30,5,14
RCP07588,466,33,59,22,2,18,671,95,31,50,11,19
RCP07589,586,5,64,15,2,17,1327,0,8,7,8,36
RCP07590,703,48,55,35,13,10,672,78,13,14,20,38
RCP07591,395,42,40,33,4,7,908,0,30,8,18,27
RCP07592,154,29,65,27,7,10,900,14,29,23,6,19
RCP07593,501,21,50,33,8,16,356,89,36,39,28,34
RCP07594,531,13,48,21,11,15,800,84,39,17,25,16
RCP07595,613,46,39,32,9,17,883,94,29,37,22,36
RCP07596,191,36,37,27,3,3,1134,30,22,17,19,17
RCP07597,583,30,57,36,12,5,700,54,16,12,29,25
RCP07598,391,35,73,16,6,18,1039,40,8,36,11,17
RCP07599,434,34,53,34,7,17,922,41,5,53,12,36
RCP07600,731,40,58,17,3,13,407,37,32,55,29,24
RCP07601,492,26,43,38,10,19,758,30,29,34,25,13
RCP07602,187,18,34,14,11,14,899,32,13,18,21,38
RCP07603,401,31,75,28,10,7,804,17,10,37,19,32
RCP07604,274,36,62,27,12,11,678,85,21,42,6,24
RCP07605,390,21,31,21,2,2,580,30,16,56,24,29
RCP07606,764,22,72,39,10,11,1024,90,28,19,22,10
RCP07607,366,25,73,39,8,5,241,96,23,17,7,15
RCP07608,506,12,40,21,5,5,773,53,34,47,20,18
RCP07609,641,21,39,24,2,9,291,21,34,12,29,33
RCP07610,337,41,48,20,5,18,1370,70,20,17,16,28
RCP07611,495,49,57,16,10,4,528,0,39,14,6,17
RCP07612,345,20,50,38,6,14,664,71,6,27,24,35
RCP07613,338,36,68,33,12,4,1082,0,28,27,11,37
RCP07614,273,26,74,26,6,11,1038,10,9,59,25,16
RCP07615,445,14,36,29,8,9,1207,82,19,19,7,26
RCP07616,200,23,69,21,13,17,1292,84,27,19,14,28
RCP07617,448,25,65,30,5,9,1415,0,24,57,19,33
RCP07618,184,39,41,34,5,6,1447,61,22,17,22,11
RCP07619,499,41,57,36,12,7,1167,52,21,49,10,10
RCP07620,395,48,51,28,8,12,580,41,23,28,6,39
RCP07621,363,21,61,38,3,15,1096,59,12,13,10,27
RCP07622,348,16,68,13,6,19,679,54,31,28,22,16
RCP07623,738,49,71,36,5,2,1040,0,27,21,10,11
RCP07624,470,21,39,25,10,3,1012,48,29,45,27,17
RCP07625,727,35,54,32,14,6,565,69,20,22,8,31
RCP07626,188,23,37,18,10,15,1451,19,27,29,17,17
RCP07627,784,5,48,29,14,5,1000,96,23,9,13,17
RCP07628,381,5,45,16,13,12,1104,73,14,34,20,33
RCP07629,577,21,49,17,4,16,755,23,6,43,19,27
RCP07630,458,41,42,36,11,9,1177,31,36,47,22,13
RCP07631,242,15,35,23,6,10,405,37,33,12,17,38
RCP07632,642,43,69,18,4,2,1377,92,22,13,17,34
RCP07633,590,22,66,39,4,16,1306,44,38,59,7,39
RCP07634,345,33,32,25,2,11,1164,0,25,49,11,24
RCP07635,575,31,68,16,6,6,1128,54,38,58,16,35
RCP07636,459,17,44,10,11,4,1437,14,14,38,12,23
RCP07637,230,49,36,19,12,16,893,96,15,42,8,11
RCP07638,729,47,67,25,4,13,857,79,19,53,9,17
RCP07639,417,12,64,23,8,12,355,60,22,30,6,19
RCP07640,170,40,64,23,8,18,502,16,26,25,18,33
RCP07641,341,38,58,37,2,15,765,5,34,21,19,29
RCP07642,743,10,55,14,3,2,1091,50,30,13,11,10
RCP07643,167,28,54,31,8,6,585,56,26,15,22,21
RCP07644,513,33,67,25,3,6,840,34,27,51,29,11
RCP07645,184,46,56,36,2,4,1406,35,13,14,29,35
RCP07646,690,12,76,26,14,16,526,58,21,17,13,33
RCP07647,151,20,75,26,7,12,1172,48,31,44,21,23
RCP07648,483,27,68,28,3,13,430,0,11,15,23,21
RCP07649,211,39,73,15,9,19,1233,0,38,13,15,13
RCP07650,265,36,63,31,9,9,1388,19,5,35,12,13
RCP07651,324,15,32,26,5,17,779,62,20,27,24,25
RCP07652,724,12,47,27,9,9,220,43,34,11,20,34
RCP07653,489,32,52,21,12,10,759,90,15,7,18,13
RCP07654,727,10,49,17,6,16,803,22,21,43,6,31
RCP07655,504,21,32,23,2,16,384,66,5,15,21,10
RCP07656,461,22,65,18,14,9,448,58,7,8,5,27
RCP07657,714,8,65,14,14,14,465,95,10,56,21,30
RCP07658,222,27,53,22,6,8,894,6,5,14,11,30
RCP07659,545,32,49,15,4,12,418,53,24,43,15,12
RCP07660,470,37,43,23,6,13,1073,0,17,51,28,39
RCP07661,244,13,59,29,2,7,1174,33,31,43,15,24
RCP07662,204,23,35,37,5,10,1064,25,21,50,24,20
RCP07663,772,21,44,35,5,13,949,62,20,40,22,11
RCP07664,792,21,31,19,13,8,1116,0,25,41,8,10
RCP07665,586,44,74,15,12,2,1436,83,35,36,11,33
RCP07666,296,33,44,23,14,6,1412,0,24,24,9,24
RCP07667,615,41,63,30,11,14,347,0,32,17,14,10
RCP07668,288,46,43,19,2,2,823,77,12,37,9,22
RCP07669,287,15,41,19,3,5,634,22,15,57,9,19
RCP07670,470,35,51,28,6,16,307,10,23,33,8,36
RCP07671,279,13,75,29,7,16,1307,61,31,42,11,22
RCP07672,329,47,70,25,2,3,1032,91,6,53,21,25
RCP07673,299,45,59,26,4,9,1290,86,25,57,27,13
RCP07674,753,22,49,39,12,8,1342,7,34,59,26,28
RCP07675,639,32,38,22,4,3,845,86,6,35,8,14
RCP07676,175,42,47,25,8,18,333,32,5,36,28,20
RCP07677,196,39,69,32,2,15,403,94,22,5,20,30
RCP07678,269,30,46,18,3,18,527,3,30,44,17,11
RCP07679,417,33,32,23,6,14,1124,90,6,8,18,29
RCP07680,680,38,34,38,6,12,682,34,39,23,27,14
RCP07681,490,30,55,20,12,19,1499,82,31,6,16,31
RCP07682,482,33,66,16,5,14,1216,13,14,45,8,27
RCP07683,521,13,39,18,8,9,572,20,32,24,14,19
RCP07684,732,40,44,21,7,11,730,28,27,52,12,32
RCP07685,547,12,53,22,11,4,1373,35,6,57,15,38
RCP07686,576,42,32,28,5,13,1286,82,21,38,28,20
RCP07687,279,38,51,31,7,14,1024,3,31,27,27,37
RCP07688,251,15,78,24,6,14,500,47,35,31,14,26
RCP07689,648,38,77,23,5,3,249,78,36,32,19,17
RCP07690,301,17,48,15,8,11,411,41,20,5,8,39
RCP07691,442,15,36,22,10,18,1272,83,8,49,13,21
RCP07692,775,5,33,11,6,18,524,84,12,45,26,14
RCP07693,679,45,71,25,11,9,596,11,18,53,9,12
RCP07694,629,26,59,26,13,6,1352,96,32,9,22,33
RCP07695,525,35,39,39,9,12,672,77,5,55,15,10
RCP07696,424,20,58,37,14,18,507,21,39,33,20,14
RCP07697,663,11,53,27,4,15,495,29,16,42,9,30
RCP07698,463,41,76,37,5,2,1442,58,22,23,24,31
RCP07699,723,15,79,11,2,16,1391,69,28,30,14,16
RCP07700,276,9,49,24,2,15,774,55,10,15,11,17
RCP07701,309,12,73,21,8,6,1380,65,6,47,24,21
RCP07702,761,16,74,13,12,13,1250,20,38,12,26,27
RCP07703,224,18,30,19,9,12,937,21,15,16,17,39
RCP07704,590,14,69,24,12,8,444,65,13,56,18,34
RCP07705,687,6,63,25,9,6,1112,3,39,51,20,34
RCP07706,403,14,44,12,5,7,912,78,13,58,11,37
RCP07707,197,6,65,27,9,6,303,80,26,27,9,37
RCP07708,531,18,49,22,5,8,683,55,30,30,5,39
RCP07709,552,5,63,13,11,16,915,38,11,56,7,24
RCP07710,719,18,78,16,2,6,948,18,17,30,16,17
RCP07711,417,13,42,11,9,15,433,40,12,24,19,11
RCP07712,269,14,48,28,13,9,1085,0,29,33,22,34
RCP07713,675,5,37,14,12,14,1196,40,31,41,25,15
RCP07714,436,13,40,18,4,7,1066,52,28,24,20,33
RCP07715,229,8,60,16,6,14,883,3,36,15,19,13
RCP07716,507,17,61,20,7,15,1070,39,35,56,6,23
RCP07717,735,6,62,24,14,6,372,32,27,50,22,35
RCP07718,662,14,37,29,11,19,954,59,11,32,11,12
RCP07719,721,17,69,23,13,8,375,82,32,20,12,30
RCP07720,739,11,51,17,3,8,1308,65,5,33,29,13
RCP07721,390,17,58,18,2,18,1227,9,35,58,10,16
RCP07722,254,6,64,27,13,8,657,41,38,16,27,30
RCP07723,335,15,50,24,6,14,351,52,39,5,17,28
RCP07724,533,16,44,10,7,16,289,29,32,6,25,35
RCP07725,577,19,35,16,7,17,781,0,36,54,8,10
RCP07726,328,7,51,29,2,11,999,22,20,24,7,31
RCP07727,791,11,62,18,8,12,1137,20,32,31,27,32
RCP07728,514,19,36,28,13,5,863,23,32,24,13,16
RCP07729,737,5,78,24,11,8,612,94,19,17,23,21
RCP07730,335,17,55,16,8,6,524,58,31,12,17,34
RCP07731,480,15,41,19,7,7,668,26,10,25,22,38
RCP07732,703,19,39,29,8,2,789,24,6,48,9,28
RCP07733,490,5,30,13,10,18,1425,24,25,54,13,37
RCP07734,389,11,38,17,6,7,1428,24,24,51,13,13
RCP07735,236,6,43,13,13,17,489,29,35,52,22,35
RCP07736,697,11,34,24,11,5,781,36,37,30,25,13
RCP07737,279,5,45,25,7,4,512,0,23,19,11,14
RCP07738,155,13,58,29,5,2,748,75,15,55,5,36
RCP07739,573,10,49,21,5,17,546,0,21,52,20,21
RCP07740,336,6,63,10,2,7,1090,1,21,18,20,30
RCP07741,538,10,77,29,11,4,513,16,31,6,20,15
RCP07742,717,12,34,20,10,6,1004,93,24,58,15,11
RCP07743,188,10,78,26,4,2,986,18,5,35,17,10
RCP07744,558,7,39,28,9,8,1253,95,37,37,19,35
RCP07745,525,8,72,12,8,18,729,14,24,10,17,36
RCP07746,415,7,33,29,5,2,1159,83,18,20,25,18
RCP07747,288,5,48,26,8,16,374,19,15,15,6,36
RCP07748,637,5,55,18,5,10,718,79,12,41,14,27
RCP07749,202,14,57,24,8,7,1090,14,11,41,13,36
RCP07750,503,15,79,14,9,14,614,0,11,34,11,36
RCP07751,631,12,78,29,12,4,1332,41,36,50,23,27
RCP07752,220,8,32,27,13,9,1484,96,33,53,15,23
RCP07753,700,15,33,28,7,16,876,72,5,19,8,26
RCP07754,572,10,64,11,10,15,314,0,27,25,21,19
RCP07755,257,16,74,18,7,13,266,30,15,28,14,35
RCP07756,314,7,49,17,8,14,640,88,38,29,5,32
RCP07757,355,18,36,23,14,2,827,33,36,49,28,25
RCP07758,287,19,35,18,11,11,642,88,38,44,21,20
RCP07759,633,7,36,24,3,12,1130,56,8,48,16,11
RCP07760,214,13,57,28,11,5,757,7,22,37,13,34
RCP07761,221,11,71,16,14,13,433,78,33,23,26,11
RCP07762,305,10,55,26,3,3,886,90,39,24,5,24
RCP07763,678,18,67,16,5,8,876,37,29,49,11,13
RCP07764,259,8,54,10,3,18,301,0,23,52,22,15
RCP07765,588,9,49,27,3,5,608,29,22,39,8,24
RCP07766,702,7,72,11,14,11,1031,66,21,36,5,22
RCP07767,378,10,33,19,3,6,572,94,18,55,12,18
RCP07768,299,13,57,15,13,8,1113,2,7,6,16,22
RCP07769,605,12,39,27,4,8,488,80,19,53,17,13
RCP07770,706,16,57,15,5,18,947,38,17,41,17,12
RCP07771,749,17,31,23,5,8,1065,98,16,26,28,35
RCP07772,645,19,50,27,6,12,1428,22,10,42,9,14
RCP07773,420,12,70,16,3,15,1016,0,24,16,9,19
RCP07774,673,5,66,11,6,6,850,1,9,38,26,33
RCP07775,748,14,54,10,4,5,541,28,33,9,10,12
RCP07776,189,15,72,10,6,19,863,31,27,32,17,31
RCP07777,737,17,56,15,2,8,1450,64,29,13,24,15
